Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Match Report
2018-08-12,21:00 ,Supercopa de España,Supercopa de España,Sun,Neutral,W,2,1,Sevilla,,,,,,,,7,,,,,,,,,,,,,,,,,,Match Report
2018-08-18,22:15 ,La Liga,Matchweek 1,Sat,Home,W,3,0,Alavés,890,862,28,7,4,162,29,17,6,0,0,0,753,37,100,296,546,19,13,9,792,4,4,12,15,Match Report
2018-08-25,22:15 ,La Liga,Matchweek 2,Sat,Away,W,1,0,Valladolid,615,578,37,10,3,56,16,15,7,0,0,0,492,37,86,196,368,21,15,9,511,1,9,15,18,Match Report
2018-09-02,18:30 ,La Liga,Matchweek 3,Sun,Home,W,8,2,Huesca,708,671,37,10,9,116,10,10,9,0,0,0,600,33,75,249,415,23,13,8,642,2,6,7,10,Match Report
2018-09-15,16:15 ,La Liga,Matchweek 4,Sat,Away,W,2,1,Real Sociedad,793,745,48,21,3,95,26,7,6,0,0,0,661,47,85,291,453,17,14,13,697,0,7,23,14,Match Report
2018-09-18,18:55 ,Champions Lg,Group stage,Tue,Home,W,4,0,nl PSV Eindhoven,826,780,46,11,5,85,22,10,8,0,0,0,689,37,100,259,512,27,17,7,741,1,10,5,15,Match Report
2018-09-23,20:45 ,La Liga,Matchweek 5,Sun,Home,D,2,2,Girona,768,728,40,13,0,53,10,11,8,0,0,0,664,43,61,205,512,28,14,7,701,1,6,16,8,Match Report
2018-09-26,20:00 ,La Liga,Matchweek 6,Wed,Away,L,1,2,Leganés,855,802,53,15,5,53,22,10,5,3,0,0,699,76,80,258,517,35,26,12,758,5,9,5,15,Match Report
2018-09-29,16:15 ,La Liga,Matchweek 7,Sat,Home,D,1,1,Athletic Club,720,660,60,18,6,65,8,13,4,0,0,0,566,67,87,214,431,32,26,7,603,2,7,19,14,Match Report
2018-10-03,20:00 ,Champions Lg,Group stage,Wed,Away,W,4,2,eng Tottenham,711,652,59,25,2,102,14,6,1,0,0,0,548,83,80,240,421,14,24,7,625,3,7,9,18,Match Report
2018-10-07,20:45 ,La Liga,Matchweek 8,Sun,Away,D,1,1,Valencia,1032,997,35,10,0,130,13,10,2,0,0,0,933,43,56,333,643,26,14,13,937,2,6,18,23,Match Report
2018-10-20,20:45 ,La Liga,Matchweek 9,Sat,Home,W,4,2,Sevilla,520,460,60,17,2,51,8,4,5,3,0,1,408,59,53,140,330,16,26,3,448,1,3,6,8,Match Report
2018-10-24,21:00 ,Champions Lg,Group stage,Wed,Home,W,2,0,it Inter,806,760,46,19,2,158,18,12,9,0,0,0,675,64,67,250,503,20,12,13,716,4,10,5,13,Match Report
2018-10-28,16:15 ,La Liga,Matchweek 10,Sun,Home,W,5,1,Real Madrid,583,538,45,17,4,121,15,12,4,0,0,0,477,50,56,166,374,14,14,12,508,2,5,18,6,Match Report
2018-10-31,21:30 ,Copa del Rey,Round of 32,Wed,Away,W,1,0,Leonesa,,,,,,,,15,,,,,,,,,,,,,,,,,,Match Report
2018-11-03,20:45 ,La Liga,Matchweek 11,Sat,Away,W,3,2,Rayo Vallecano,747,692,55,26,0,85,23,18,1,0,0,0,576,42,129,215,486,18,17,4,639,2,10,5,15,Match Report
2018-11-06,21:00 ,Champions Lg,Group stage,Tue,Away,D,1,1,it Inter,792,746,46,10,0,57,14,9,10,0,0,0,648,48,96,214,527,21,17,9,701,0,6,14,10,Match Report
2018-11-11,16:15 ,La Liga,Matchweek 12,Sun,Home,L,3,4,Betis,553,499,54,11,3,80,12,19,10,0,0,0,413,74,66,207,290,21,22,7,464,2,3,17,10,Match Report
2018-11-24,20:45 ,La Liga,Matchweek 13,Sat,Away,D,1,1,Atlético Madrid,758,718,40,17,0,47,10,11,8,1,2,1,670,33,55,275,455,14,9,5,680,0,6,11,13,Match Report
2018-11-28,21:00 ,Champions Lg,Group stage,Wed,Away,W,2,1,nl PSV Eindhoven,695,645,50,14,2,122,18,10,5,0,0,0,533,88,74,241,390,24,19,8,592,1,7,7,15,Match Report
2018-12-02,18:30 ,La Liga,Matchweek 14,Sun,Home,W,2,0,Villarreal,716,668,48,17,8,95,20,18,11,0,0,0,625,47,44,226,459,7,16,5,644,2,8,14,10,Match Report
2018-12-05,21:30 ,Copa del Rey,Round of 32,Wed,Home,W,4,1,Leonesa,,,,,,,,7,,,,,,,,,,,,,,,,,,Match Report
2018-12-08,20:45 ,La Liga,Matchweek 15,Sat,Away,W,4,0,Espanyol,617,576,41,16,3,110,10,8,4,1,0,0,499,40,78,215,358,22,10,7,535,2,8,19,3,Match Report
2018-12-11,21:00 ,Champions Lg,Group stage,Tue,Home,D,1,1,eng Tottenham,546,504,42,19,0,72,17,7,2,0,0,0,426,52,68,229,267,17,14,12,471,4,3,8,7,Match Report
2018-12-16,20:45 ,La Liga,Matchweek 16,Sun,Away,W,5,0,Levante,562,525,37,12,2,134,8,3,3,0,0,0,473,39,50,186,334,10,12,14,496,4,3,12,11,Match Report
2018-12-22,18:30 ,La Liga,Matchweek 17,Sat,Home,W,2,0,Celta Vigo,588,545,43,14,0,96,27,5,4,0,0,0,430,85,73,206,346,6,20,8,508,5,5,19,10,Match Report
2019-01-06,20:45 ,La Liga,Matchweek 18,Sun,Away,W,2,1,Getafe,765,718,47,24,3,93,26,5,4,1,0,0,620,59,86,274,449,14,11,13,693,2,0,5,11,Match Report
2019-01-10,21:30 ,Copa del Rey,Round of 16,Thu,Away,L,1,2,Levante,,,,,,,,5,,,,,,,,,,,,,,,,,,Match Report
2019-01-13,18:30 ,La Liga,Matchweek 19,Sun,Home,W,3,0,Eibar,651,606,45,17,5,149,13,10,2,0,0,0,498,70,83,197,406,16,16,7,554,8,9,18,16,Match Report
2019-01-17,21:30 ,Copa del Rey,Round of 16,Thu,Home,W,3,0,Levante,,,,,,,,9,,,,,,,,,,,,,,,,,,Match Report
2019-01-20,20:45 ,La Liga,Matchweek 20,Sun,Home,W,3,1,Leganés,828,776,52,17,1,188,19,11,5,0,0,0,639,109,80,299,457,31,26,8,725,0,8,20,14,Match Report
2019-01-23,21:30 ,Copa del Rey,Quarter-finals,Wed,Away,L,0,2,Sevilla,,,,,,,,15,,,,,,,,,,,,,,,,,,Match Report
2019-01-27,16:15 ,La Liga,Matchweek 21,Sun,Away,W,2,0,Girona,672,615,57,16,5,186,8,4,8,0,0,0,500,86,86,222,391,23,23,10,582,2,4,7,13,Match Report
2019-01-30,21:30 ,Copa del Rey,Quarter-finals,Wed,Home,W,6,1,Sevilla,,,,,,,,7,,,,,,,,,,,,,,,,,,Match Report
2019-02-02,18:30 ,La Liga,Matchweek 22,Sat,Home,D,2,2,Valencia,807,775,32,2,2,123,13,15,9,4,1,1,649,87,71,299,470,12,15,4,721,1,5,12,16,Match Report
2019-02-06,21:00 ,Copa del Rey,Semi-finals,Wed,Home,D,1,1,Real Madrid,,,,,,,,12,,,,,,,,,,,,,,,,,,Match Report
2019-02-10,20:45 ,La Liga,Matchweek 23,Sun,Away,D,0,0,Athletic Club,726,675,51,24,1,134,9,8,4,0,0,0,519,125,82,236,433,27,15,11,634,2,7,7,12,Match Report
2019-02-16,20:45 ,La Liga,Matchweek 24,Sat,Home,W,1,0,Valladolid,742,701,41,18,5,112,8,10,3,0,0,0,591,91,60,305,389,21,13,8,662,2,4,17,10,Match Report
2019-02-19,21:00 ,Champions Lg,Round of 16,Tue,Away,D,0,0,fr Lyon,718,675,43,11,1,128,7,18,5,0,0,0,534,116,68,247,424,18,20,7,629,0,8,11,11,Match Report
2019-02-23,16:15 ,La Liga,Matchweek 25,Sat,Away,W,4,2,Sevilla,602,549,53,17,3,128,11,11,8,1,4,0,419,101,82,216,330,16,22,9,508,3,6,10,13,Match Report
2019-02-27,21:00 ,Copa del Rey,Semi-finals,Wed,Away,W,3,0,Real Madrid,,,,,,,,5,,,,,,,,,,,,,,,,,,Match Report
2019-03-02,20:45 ,La Liga,Matchweek 26,Sat,Away,W,1,0,Real Madrid,543,499,44,16,3,90,9,9,6,2,1,0,379,87,77,179,330,13,13,5,459,2,4,11,15,Match Report
2019-03-09,18:30 ,La Liga,Matchweek 27,Sat,Home,W,3,1,Rayo Vallecano,732,692,40,16,2,185,19,13,10,5,0,0,614,48,70,251,452,8,10,9,657,4,7,11,16,Match Report
2019-03-13,21:00 ,Champions Lg,Round of 16,Wed,Home,W,5,1,fr Lyon,611,562,49,18,3,203,9,5,6,3,0,0,474,68,69,219,350,14,18,5,530,3,2,10,12,Match Report
2019-03-17,20:45 ,La Liga,Matchweek 28,Sun,Away,W,4,1,Betis,487,452,35,9,7,101,9,5,7,2,3,0,366,56,65,159,284,18,13,5,424,2,5,8,11,Match Report
2019-03-30,16:15 ,La Liga,Matchweek 29,Sat,Home,W,2,0,Espanyol,725,684,41,15,4,97,19,11,5,3,1,0,538,116,71,239,432,17,18,10,628,2,8,17,13,Match Report
2019-04-02,21:30 ,La Liga,Matchweek 30,Tue,Away,D,4,4,Villarreal,713,666,47,10,1,169,20,4,3,1,1,0,571,83,59,256,412,11,23,8,636,3,6,13,9,Match Report
2019-04-06,20:45 ,La Liga,Matchweek 31,Sat,Home,W,2,0,Atlético Madrid,760,714,46,12,4,131,16,7,5,0,0,0,590,120,50,235,477,11,22,8,686,1,7,11,12,Match Report
2019-04-10,20:00 ,Champions Lg,Quarter-finals,Wed,Away,W,1,0,eng Manchester Utd,825,778,47,17,10,95,11,2,4,0,0,0,667,81,77,292,492,16,14,9,748,0,5,8,13,Match Report
2019-04-13,16:15 ,La Liga,Matchweek 32,Sat,Away,D,0,0,Huesca,682,634,48,20,1,123,18,5,5,1,4,0,524,63,95,248,397,9,15,11,596,8,8,6,11,Match Report
2019-04-16,21:00 ,Champions Lg,Quarter-finals,Tue,Home,W,3,0,eng Manchester Utd,825,772,53,17,1,34,7,9,8,0,0,3,679,81,65,266,508,16,21,11,758,0,7,10,14,Match Report
2019-04-20,20:45 ,La Liga,Matchweek 33,Sat,Home,W,2,1,Real Sociedad,567,530,37,10,6,90,13,10,4,2,0,1,409,54,104,195,326,18,13,7,468,5,11,7,10,Match Report
2019-04-23,21:30 ,La Liga,Matchweek 34,Tue,Away,W,2,0,Alavés,811,754,57,19,2,75,14,9,4,0,3,0,625,128,58,257,488,13,26,17,719,1,7,16,10,Match Report
2019-04-27,20:45 ,La Liga,Matchweek 35,Sat,Home,W,1,0,Levante,650,606,44,11,4,95,18,14,6,2,1,0,495,76,79,196,394,16,20,19,561,1,7,5,16,Match Report
2019-05-01,21:00 ,Champions Lg,Semi-finals,Wed,Home,W,3,0,eng Liverpool,542,503,39,15,6,91,15,6,3,2,0,0,373,87,82,161,320,28,13,11,460,2,3,12,9,Match Report
2019-05-04,20:45 ,La Liga,Matchweek 36,Sat,Away,L,0,2,Celta Vigo,661,618,43,11,1,84,16,7,1,0,1,0,544,60,57,303,317,6,21,5,592,0,4,8,10,Match Report
2019-05-07,20:00 ,Champions Lg,Semi-finals,Tue,Away,L,0,4,eng Liverpool,624,570,54,13,4,39,14,12,6,4,0,0,405,106,113,196,363,22,27,11,510,2,8,26,14,Match Report
2019-05-12,18:30 ,La Liga,Matchweek 37,Sun,Home,W,2,0,Getafe,929,879,50,17,2,134,21,13,4,2,1,0,751,107,71,355,521,22,19,4,829,1,3,10,21,Match Report
2019-05-19,16:15 ,La Liga,Matchweek 38,Sun,Away,D,2,2,Eibar,656,609,47,16,3,112,17,8,2,1,0,0,475,85,96,260,330,30,17,8,567,6,8,10,15,Match Report
2019-05-25,21:00 ,Copa del Rey,Final,Sat,Neutral,L,1,2,Valencia,,,,,,,,29,,,,,,,,,,,,,,,,,,Match Report
